Klasse,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert,minimumSteigungWert,maximumSteigungWert,minimumSenkungWert,maximumSenkungWert,steigungA,steigungB,steigungC,senkungA,senkungB,senkungC,mittelA,mittelB,mittelC,gesamtA,gesamtB,gesamtC,fftAnfangMedian,fftAnfangMittel,fftAnfangPSD,fftMitteMedian,fftMitteMittel,fftMittePSD,fftEndeMedian,fftEndeMittel,fftEndePSD,fftGesamtMedian,fftGesamtMittel,fftGesamtPSD,mittelwert,signalstärke,varianz,standardabweichung,energie,kurtosis,schiefe,zeroCrossings,laenge,maximalwert,minimalwert
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31.04364979576751,196.9819990591534,59.22485013288347,238.32642245569855,80.00606414370066,53.63185964180491,-5.135348599514167,80.00606414370066,53.63185964180491,-5.135348599514167,0.0,0.0,0.0,80.00606414370066,53.63185964180491,-5.135348599514167,1.0,1.2056430553042532,104151.17760711422,0.0,0.0,498241.7700855049,1.0,0.8513858313274741,1.1823193383380985E7,0.0,0.0,0.0,251.26647915384618,1885.3872970447364,46467.32413820344,215.5628078732587,345566.4994919419,-1.6861042366533423,0.1840387652706297,2.0,13.0,562.75635,-19.537354
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,209.32674126501897,352.6335239095989,110.09443911456205,369.1640454241084,117.85254370146185,73.53553121964796,-5.641925060808774,117.85254370146185,73.53553121964796,-5.641925060808774,117.85254370146185,73.53553121964796,-5.641925060808774,117.85254370146185,73.53553121964796,-5.641925060808774,1.0,1.055497560131409,1173867.2146678483,0.0,0.0,1683563.2366822418,1.0,0.8214636421000767,3.5528170341563694E7,0.0,0.0,0.0,-441.8060302142858,3720.932329184573,110327.17907509385,332.15535382572693,1099711.0361109537,-1.6455473887548422,0.31287876506678014,1.0,14.0,90.13367,-820.46814
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.08195340503558,270.8835728066178,62.3104873877686,274.54184560083803,67.26453832402672,-1.8411937980439106,0.012025466620047512,67.26453832402672,-1.8411937980439106,0.012025466620047512,67.26453832402672,-1.8411937980439106,0.012025466620047512,67.26453832402672,-1.8411937980439106,0.012025466620047512,22.0,32.7311289153209,5.0521294910988766E8,0.0,0.0,237879.47014063213,1.0,0.8537243662890361,2.1030980906032458E7,0.0,0.0,0.0,1.9569047705583826,8118.465857699548,20424.697006918006,142.91499923702202,1015866.6817871247,8.575012791456658,1.2650218707045022,13.0,197.0,722.9828,-448.55347
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.561726142728986,380.3663647220025,200.6970679526933,404.89796767419784,171.98164847757857,31.325281800081484,-1.8755301990640234,171.98164847757857,31.325281800081484,-1.8755301990640234,171.98164847757857,31.325281800081484,-1.8755301990640234,171.98164847757857,31.325281800081484,-1.8755301990640234,0.0,0.0,0.0,0.0,0.0,1305150.0749217225,1.0,0.8399115446323915,3.979146648229653E7,0.0,0.0,0.0,547.1001210769232,3502.340079501619,81420.83470864275,285.34336282563635,1150459.4558373778,-1.28108915847253,0.10685623872920222,0.0,13.0,974.8535,49.850464
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58.14289397697885,196.9429331319407,96.41790178590021,219.4976942003994,389.40058737260733,-5.656085384907904,0.02163226551930937,389.40058737260733,-5.656085384907904,0.02163226551930937,389.40058737260733,-5.656085384907904,0.02163226551930937,389.40058737260733,-5.656085384907904,0.02163226551930937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,35.845486778695516,7.540523342871358E9,-8.298709916972465,25297.79700948849,124497.11892830004,352.8414926398255,6754330.780360172,4.101282074516879,0.06047979257222811,16.0,218.0,1460.9711,-1206.8848
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.41201439964064,326.29832216752766,68.72457110765005,342.86936890553045,69.6320326316793,35.27268285837596,-1.5685363581960683,69.6320326316793,35.27268285837596,-1.5685363581960683,69.6320326316793,35.27268285837596,-1.5685363581960683,69.6320326316793,35.27268285837596,-1.5685363581960683,0.0,0.0,0.0,0.0,0.0,48243.561414988886,1.0,2.0294486586078904,7.725241582799558E7,0.0,0.0,0.0,88.92517215999996,4636.777518840313,167875.9831746782,409.72671767249716,1062454.6659381585,-0.7325521103458441,0.45547289200305874,3.0,25.0,977.2705,-450.1648
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.70976053159079,286.7170524811013,141.49117135222212,316.9370697592015,349.3725395068918,-3.0469979587921614,-0.026609783545382903,349.3725395068918,-3.0469979587921614,-0.026609783545382903,349.3725395068918,-3.0469979587921614,-0.026609783545382903,349.3725395068918,-3.0469979587921614,-0.026609783545382903,6.0,8.649685122389435,4.7054330671644425E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.63043024000001,12660.353979495861,343498.35664690286,586.0873285158987,4321599.153671801,0.29749662056368287,0.8708574550498992,2.0,50.0,1433.2764,-944.5404
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,151.45131475501577,944.7978772810671,361.27939738593136,1025.8020477574346,403.60279220745724,229.79177902777678,-24.39502613022333,403.60279220745724,229.79177902777678,-24.39502613022333,403.60279220745724,229.79177902777678,-24.39502613022333,403.60279220745724,229.79177902777678,-24.39502613022333,1.0,0.9995740777999113,9876572.906806435,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.6970766666667,7665.607704465795,1559857.221495936,1248.9424412261503,6004838.0878889095,-1.6018036498829755,-0.11256264414026505,1.0,12.0,2549.9268,-1014.5325
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,148.31005083425686,456.6291577591483,73.8783366320117,546.0646588767868,155.701559069817,-1.6623116458766987,0.012633089040288092,155.701559069817,-1.6623116458766987,0.012633089040288092,155.701559069817,-1.6623116458766987,0.012633089040288092,155.701559069817,-1.6623116458766987,0.012633089040288092,29.0,37.89944814663194,5.616329087365678E9,0.0,0.3610658942850565,1.366351824290894E7,1.0,0.8427250367788456,6.842106070560557E7,0.0,0.0,0.0,23.122828369598164,40372.334314445194,236014.38268118515,485.81311497445716,1.3285999833516607E7,1.7138330486898017,0.10008354293257081,19.0,224.0,1667.926,-1452.713
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,156.09961288367006,484.68447203724844,114.02829164042102,535.583317368665,484.6844671904038,0.0,0.0,156.8629527580615,33.12538111040055,-1.2192288231973265,156.8629527580615,33.12538111040055,-1.2192288231973265,156.8629527580615,33.12538111040055,-1.2192288231973265,2.0,3.8370836819416634,2.476161409671213E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.58548849999997,8107.946385993125,456130.2996495925,675.3741923182973,2935112.6943150675,-0.8109023377084865,0.6430691500197324,1.0,26.0,1293.0908,-902.14233
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,107.76271408692622,301.04345163295284,114.68204074217542,327.65763799191154,328.96185506958403,0.0,0.0,0.0,0.0,0.0,328.96185506958403,0.0,0.0,0.0,0.0,0.0,1.0,0.9472466654598336,422703.39374835894,0.0,NaN,0.0,1.0,0.845760547726172,2.7471506981965415E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,106.08178656424998,659.9129608318493,370.4991374988626,730.4624272304142,747.4664256264018,-13.624305725097656,-13.624313354492188,371.3526739184813,133.7243839033838,-13.730068121464669,371.3526739184813,133.7243839033838,-13.730068121464669,371.3526739184813,133.7243839033838,-13.730068121464669,1.0,0.8662737404332443,2109911.273498893,0.0,0.0,5814621.361526761,0.0,0.0,0.0,0.0,0.0,0.0,843.6619838461538,6333.542430165676,510985.8541240038,714.8327455594097,3673446.7492958135,-0.7563634041172147,-0.6402239369100925,1.0,13.0,1708.9142,-642.9199
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,121.84239820117467,253.9068716856448,149.11498927437336,282.3513253446889,296.843798098963,-17.021158619995646,0.2502051804328873,296.843798098963,-17.021158619995646,0.2502051804328873,296.843798098963,-17.021158619995646,0.2502051804328873,296.843798098963,-17.021158619995646,0.2502051804328873,0.0,0.0,0.0,0.0,0.35339033240568296,3339303.60547122,0.0,0.0,0.0,0.0,0.0,0.0,-3.317440144117679,7059.711983523132,89721.69856915357,299.5358051538306,1503005.7478857855,0.476946716316772,0.2500644782836357,2.0,68.0,686.22437,-659.53674
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47.086851925699584,428.03247926920005,164.46483499140422,502.51536424559407,184.95205087087606,109.85816202456033,-10.882243874267644,184.95205087087606,109.85816202456033,-10.882243874267644,184.95205087087606,109.85816202456033,-10.882243874267644,184.95205087087606,109.85816202456033,-10.882243874267644,0.0,0.7609483860522319,961172.3420850616,0.0,0.0,2107157.6566670397,1.0,0.8574589863473479,4.854307302823718E7,0.0,0.0,0.0,539.5160274615384,3899.854782812639,197094.53470888778,443.95330239664594,1523060.199605332,-1.5917182507862377,0.20783609759799343,1.0,13.0,1202.7557,-102.21863
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.2589864046573,339.912956999049,217.8898028354886,371.10297961108444,217.81708724414284,40.533863243039264,-2.220618115818869,345.5703920166113,-47.12532046288709,-2.434226637776675,217.81708724414284,40.533863243039264,-2.220618115818869,217.81708724414284,40.533863243039264,-2.220618115818869,1.0,1.1076633832266367,2631415.9008841016,1.0,1.8586035715985327,1.8193306161253488E8,0.0,0.8125300520829353,3.2429535353851136E7,0.0,0.0,0.0,508.4884627272728,6802.831749215107,184014.87263785058,428.96954744812666,2290366.9160142136,0.17333495802768661,-1.3680097414396328,1.0,22.0,743.93005,-452.27966
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.390971408121736,478.73507044976935,161.5726697819419,569.3696420223289,131.73878491112032,133.17448676971787,-11.391297297182987,131.73878491112032,133.17448676971787,-11.391297297182987,131.73878491112032,133.17448676971787,-11.391297297182987,131.73878491112032,133.17448676971787,-11.391297297182987,0.0,0.7759008470565822,5139984.101671633,0.0,0.0,2356508.06250084,0.0,0.0,0.0,0.0,0.0,0.0,625.7851737142857,4633.748799724532,206706.69055519687,454.6500748434964,2008768.493108888,-1.220930769772618,0.4549021078956238,0.0,14.0,1447.2748,19.638062
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.59995674555472,220.79744247011854,68.46943199427588,246.1624753974269,73.66739488487474,59.653540666638946,-5.514192579735671,73.66739488487474,59.653540666638946,-5.514192579735671,73.66739488487474,59.653540666638946,-5.514192579735671,73.66739488487474,59.653540666638946,-5.514192579735671,3.0,2.2631169945874423,79992.25149689421,0.0,0.0,381979.67146860156,1.0,0.8601773496242096,1.4964404003322547E7,0.0,0.0,0.0,261.1668514076924,2026.4271294096968,55442.08302558193,235.4614257698741,390442.46049124404,-1.4767379046523514,0.07092456065850788,2.0,13.0,616.93726,-82.177734
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,82.39774579649064,558.9363932147393,111.99872345949319,703.9584360044961,70.51144432347883,2.860832301741482,0.08799217668856762,70.51144432347883,2.860832301741482,0.08799217668856762,70.51144432347883,2.860832301741482,0.08799217668856762,70.51144432347883,2.860832301741482,0.08799217668856762,8.0,9.626901782491155,4.1387199516041577E8,0.0,0.0,4161771.9737766217,0.0,0.0,0.0,0.0,0.0,0.0,53.280346898076886,11465.990573558953,334070.4237386782,577.9882557099912,4305124.805065088,1.3285947986405038,0.9761333244932187,6.0,52.0,1698.3398,-952.59705
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.210061723482,209.11958450630658,102.86411321670782,284.2397026478168,227.09273591414762,-7.218491619072431,0.06265366456397053,227.09273591414762,-7.218491619072431,0.06265366456397053,227.09273591414762,-7.218491619072431,0.06265366456397053,227.09273591414762,-7.218491619072431,0.06265366456397053,12.0,17.401100398505758,3.955949571349736E8,0.0,0.8176787069185805,1.5896834472465228E7,1.0,0.85323137523841,1.4099241870219514E7,0.0,0.0,0.0,2.349014456250009,11349.755629069281,70421.5642462273,265.37061677251927,2095207.7914619728,0.6106826299310173,0.6691155570998343,7.0,120.0,718.1488,-527.50854
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.61619813461013,211.5257484035875,93.10592152731886,217.59103958219745,134.75576681804944,19.51808103728291,-1.3647988896531889,134.75576681804944,19.51808103728291,-1.3647988896531889,134.75576681804944,19.51808103728291,-1.3647988896531889,134.75576681804944,19.51808103728291,-1.3647988896531889,2.0,1.4028032957207754,80675.26302763386,0.0,0.33446604268292296,3906073.962224473,0.0,0.0,0.0,0.0,0.0,0.0,-163.28796160000005,3032.497477348902,88167.84008684113,296.93069913170166,547781.7568521609,-1.3625364454933382,0.192303689658054,2.0,20.0,367.78564,-558.728
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83.09588476415594,277.80280789809063,133.5368949546987,313.32062459409985,0.0,0.0,0.0,143.2534657970291,59.59173347150386,-5.8483367467735405,143.2534657970291,59.59173347150386,-5.8483367467735405,143.2534657970291,59.59173347150386,-5.8483367467735405,0.0,0.7845944241292734,1607629.7222259066,0.0,0.0,966904.4363027401,1.0,0.8379433469410251,2.17541243568561E7,0.0,0.0,0.0,-397.93607192307684,2709.0313821683962,52122.61841617362,228.3037853741668,665019.3765310231,-1.7311525410684654,-0.158666602522032,0.0,13.0,-109.973145,-718.1488
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.230131059565984,181.85298040145747,64.54811280394837,242.80698121323306,108.34154599443934,-1.3641042552359899,0.004930855653214085,108.34154599443934,-1.3641042552359899,0.004930855653214085,108.34154599443934,-1.3641042552359899,0.004930855653214085,108.34154599443934,-1.3641042552359899,0.004930855653214085,2.0,3.4830865403883733,2.3121384891274504E7,0.0,0.3549003258476071,882699.0444837366,0.0,0.0,0.0,0.0,0.0,0.0,-10.8412376982716,9656.986645746816,13122.871864356996,114.55510405196704,801021.7778580075,11.009590312826807,1.7852004360510558,23.0,243.0,670.6146,-358.01697
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.87415423072623,227.61329790640622,108.24966145516092,252.44403828311835,105.08385484772452,16.699359617854157,-0.5786489981735361,105.08385484772452,16.699359617854157,-0.5786489981735361,105.08385484772452,16.699359617854157,-0.5786489981735361,105.08385484772452,16.699359617854157,-0.5786489981735361,2.0,3.472793771998367,8.812830445020007E7,0.0,0.7936131448075181,1.1909007240826894E7,1.0,0.847985207790418,1.4698887942752382E7,0.0,0.0,0.0,-3.6456289999999627,5466.394900874574,153866.24492384243,392.257880639564,1107573.3804864136,-1.5663683703703726,0.3973428309854868,1.0,30.0,594.27795,-455.0995
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,180.34702568806279,407.0898208357351,240.98975112113695,447.43379991517514,230.5450468528502,66.49523489645549,-5.208129943139724,230.5450468528502,66.49523489645549,-5.208129943139724,230.5450468528502,66.49523489645549,-5.208129943139724,230.5450468528502,66.49523489645549,-5.208129943139724,0.0,0.0,0.0,0.0,0.36769733372203955,8397557.550082859,0.0,0.0,0.0,0.0,0.0,0.0,531.5704273333333,5153.923476939216,239572.0619443466,489.4609912386753,1901707.8718329025,-0.4592569852058168,-0.9599662472891193,1.0,15.0,1076.5686,-521.16394
Finger1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,160.36810934631765,652.6297557607743,54.38512106714996,744.8818514603174,256.6188364596578,2.9084141675155024,0.02345268317656135,256.6188364596578,2.9084141675155024,0.02345268317656135,256.6188364596578,2.9084141675155024,0.02345268317656135,256.6188364596578,2.9084141675155024,0.02345268317656135,0.0,0.0,0.0,0.0,0.0,4140842.4288359997,1.0,0.856978633285131,1.2554676270767887E8,9.0,10.634495583991411,4.297268516872974E8,45.29752523255812,14260.94486267037,572306.093529761,756.5091496669164,6128835.299480689,-0.4035649372686967,0.6411935621203231,7.0,43.0,1846.4813,-1058.6426
